Date,Product,Produced,Stock
2025-04-03,Widget C,51,322
2025-08-09,Widget D,75,437
2025-03-24,Widget D,98,195
2025-09-15,Widget C,91,228
2025-01-27,Widget A,27,442
2025-09-24,Widget E,27,162
2025-08-26,Widget B,35,179
2025-12-26,Widget C,66,107
2025-07-15,Widget B,68,494
2025-10-10,Widget A,95,166
2025-09-18,Widget B,100,286
2025-03-05,Widget B,56,70
2025-05-31,Widget B,48,143
2025-11-21,Widget D,67,99
2025-06-11,Widget A,91,453
2025-05-28,Widget C,55,78
2025-05-13,Widget B,95,266
2025-03-18,Widget C,45,405
2025-01-11,Widget C,92,93
2025-01-02,Widget B,24,262
2025-02-10,Widget C,24,89
2025-02-11,Widget E,46,279
2025-09-18,Widget E,59,56
2025-02-04,Widget D,72,391
2025-04-24,Widget B,27,257
2025-03-29,Widget C,61,63
2025-05-15,Widget A,31,430
2025-04-04,Widget C,60,312
2025-12-18,Widget D,88,124
2025-09-23,Widget B,52,253
2025-07-09,Widget A,97,286
2025-02-18,Widget D,39,141
2025-02-21,Widget A,38,92
2025-11-03,Widget C,62,62
2025-01-06,Widget B,74,291
2025-11-28,Widget D,70,114
2025-01-20,Widget B,40,361
2025-03-06,Widget D,99,59
2025-11-20,Widget A,21,52
2025-01-09,Widget E,77,287
2025-11-26,Widget C,95,222
2025-04-27,Widget B,85,212
2025-07-04,Widget C,44,178
2025-11-12,Widget D,47,251
2025-08-29,Widget A,34,164
2025-04-24,Widget C,40,155
2025-03-28,Widget B,29,135
2025-09-29,Widget A,22,175
2025-06-11,Widget A,59,214
2025-11-04,Widget D,44,261
2025-09-19,Widget C,71,243
2025-12-24,Widget D,29,107
2025-07-05,Widget C,38,166
2025-02-10,Widget C,41,392
2025-04-11,Widget B,98,249
2025-08-22,Widget E,31,170
2025-08-23,Widget B,57,102
2025-02-08,Widget D,24,428
2025-12-09,Widget D,77,172
2025-03-11,Widget B,53,277
2025-10-12,Widget C,85,467
2025-09-07,Widget E,45,408
2025-06-19,Widget B,85,290
2025-11-23,Widget A,60,232
2025-11-12,Widget E,97,493
2025-09-11,Widget D,27,251
2025-08-16,Widget C,69,73
2025-03-26,Widget D,50,412
2025-06-19,Widget D,31,495
2025-09-15,Widget C,94,449
2025-02-28,Widget E,61,311
2025-04-29,Widget C,75,107
2025-12-09,Widget B,99,265
2025-01-23,Widget A,22,463
2025-04-20,Widget A,34,194
2025-06-04,Widget B,93,477
2025-05-01,Widget E,50,319
2025-05-26,Widget D,58,157
2025-02-01,Widget B,97,344
2025-04-28,Widget D,95,209
2025-05-22,Widget C,42,394
2025-11-04,Widget E,100,58
2025-01-09,Widget E,33,332
2025-11-17,Widget C,44,463
2025-01-06,Widget A,77,104
2025-11-25,Widget C,74,348
2025-04-23,Widget E,55,360
2025-01-02,Widget B,28,401
2025-12-08,Widget D,40,279
2025-07-19,Widget E,60,288
2025-04-18,Widget E,29,306
2025-06-12,Widget B,68,341
2025-02-05,Widget E,53,280
2025-08-17,Widget E,64,293
2025-09-30,Widget A,72,258
2025-03-15,Widget E,62,356
2025-05-06,Widget D,39,172
2025-04-14,Widget A,81,116
2025-11-13,Widget E,55,105
2025-05-24,Widget E,62,413
2025-04-08,Widget B,85,336
2025-04-11,Widget A,90,262
2025-04-16,Widget B,94,257
2025-03-21,Widget B,50,471
2025-12-07,Widget B,47,459
2025-09-12,Widget C,26,108
2025-11-16,Widget C,69,56
2025-03-23,Widget E,79,349
2025-08-15,Widget D,46,193
2025-09-09,Widget D,37,184
2025-07-23,Widget B,31,189
2025-12-29,Widget A,29,188
2025-03-17,Widget D,48,296
2025-10-06,Widget D,63,257
2025-07-30,Widget E,61,360
2025-08-25,Widget A,49,133
2025-05-05,Widget A,96,431
2025-07-09,Widget B,75,201
2025-09-22,Widget C,72,261
2025-11-13,Widget C,91,155
2025-01-03,Widget B,37,147
2025-04-10,Widget D,33,492
2025-07-23,Widget E,81,345
2025-02-03,Widget E,60,409
2025-11-18,Widget C,33,447
2025-06-05,Widget B,95,439
2025-10-29,Widget A,70,53
2025-04-27,Widget B,37,116
2025-07-30,Widget D,77,77
2025-08-22,Widget B,98,498
2025-12-25,Widget C,27,252
2025-10-08,Widget D,59,210
2025-05-16,Widget B,59,390
2025-10-30,Widget E,23,234
2025-01-11,Widget E,57,123
2025-10-31,Widget C,48,252
2025-06-10,Widget A,77,186
2025-02-18,Widget A,92,458
2025-04-25,Widget B,94,338
2025-03-18,Widget E,58,153
2025-08-01,Widget E,91,207
2025-04-18,Widget B,33,397
2025-10-26,Widget D,79,390
2025-08-22,Widget A,90,181
2025-11-26,Widget D,22,341
2025-04-09,Widget C,60,279
2025-12-27,Widget E,90,187
2025-01-22,Widget D,68,80
2025-02-10,Widget C,70,242
2025-01-05,Widget C,65,335
2025-02-15,Widget C,26,338
2025-02-28,Widget C,50,238
2025-04-25,Widget D,72,246
2025-02-01,Widget C,32,305
2025-05-18,Widget D,88,99
2025-09-10,Widget B,30,293
2025-05-11,Widget D,85,296
2025-09-11,Widget D,55,341
2025-11-06,Widget B,77,72
2025-07-25,Widget C,75,392
2025-03-03,Widget D,91,375
2025-10-25,Widget E,78,295
2025-03-09,Widget B,33,86
2025-04-20,Widget D,70,141
2025-10-16,Widget A,21,496
2025-03-22,Widget D,41,104
2025-07-21,Widget D,35,338
2025-04-26,Widget B,92,443
2025-04-27,Widget E,22,370
2025-02-19,Widget A,23,106
2025-11-26,Widget E,69,53
2025-07-09,Widget A,82,268
2025-02-04,Widget D,63,129
2025-01-06,Widget C,99,110
2025-08-22,Widget D,26,331
2025-12-04,Widget A,73,167
2025-12-07,Widget D,21,130
2025-04-17,Widget C,47,257
2025-06-18,Widget A,55,270
2025-11-11,Widget A,80,270
2025-02-15,Widget E,66,299
2025-01-07,Widget E,38,53
2025-05-24,Widget A,42,316
2025-05-02,Widget A,68,236
2025-05-20,Widget A,34,231
2025-06-27,Widget D,30,224
2025-02-05,Widget A,79,113
2025-07-17,Widget B,80,341
2025-09-06,Widget E,92,432
2025-03-23,Widget A,36,415
2025-12-23,Widget A,95,494
2025-05-08,Widget E,63,110
2025-01-24,Widget C,77,263
2025-04-11,Widget C,99,294
2025-03-30,Widget E,38,402
2025-10-21,Widget A,75,279
2025-01-06,Widget B,58,121
2025-09-30,Widget C,42,324
2025-07-31,Widget E,24,489
2025-05-18,Widget D,46,391
2025-01-04,Widget D,63,269
2025-05-29,Widget C,42,359
2025-09-21,Widget A,32,480
2025-04-06,Widget D,38,189
2025-11-13,Widget B,67,270
2025-11-03,Widget B,57,292
2025-12-09,Widget D,28,470
2025-03-27,Widget D,59,248
2025-04-04,Widget A,72,267
2025-10-06,Widget B,77,82
2025-05-03,Widget D,96,72
2025-08-06,Widget C,60,287
2025-02-19,Widget D,87,341
2025-04-29,Widget C,78,226
2025-11-30,Widget C,52,234
2025-02-08,Widget B,35,382
2025-08-20,Widget B,77,373
2025-03-29,Widget B,83,443
2025-09-14,Widget E,34,63
2025-02-22,Widget D,88,54
2025-03-12,Widget E,36,317
2025-01-26,Widget C,83,437
2025-04-15,Widget A,90,134
2025-09-16,Widget D,51,101
2025-01-09,Widget B,79,472
2025-10-06,Widget E,75,248
2025-11-12,Widget A,89,151
2025-11-20,Widget D,90,309
2025-07-14,Widget B,98,367
2025-09-17,Widget A,51,351
2025-11-15,Widget A,79,232
2025-07-09,Widget A,70,380
2025-12-08,Widget A,21,362
2025-01-09,Widget D,87,224
2025-11-24,Widget B,30,291
2025-03-07,Widget C,70,308
2025-04-14,Widget B,95,227
2025-08-20,Widget A,61,243
2025-05-16,Widget C,100,374
2025-11-18,Widget B,93,269
2025-09-28,Widget A,28,194
2025-03-28,Widget A,93,116
2025-11-24,Widget A,92,360
2025-09-14,Widget E,79,186
2025-04-06,Widget A,82,61
2025-10-19,Widget E,47,263
2025-02-10,Widget B,58,206
2025-02-25,Widget B,30,483
2025-01-22,Widget D,43,428
2025-02-12,Widget C,90,95
2025-06-16,Widget A,79,381
2025-04-19,Widget C,29,170
2025-02-01,Widget B,96,78
2025-01-15,Widget A,27,346
2025-07-11,Widget C,91,63
2025-11-21,Widget A,33,92
2025-06-28,Widget B,49,222
2025-09-04,Widget C,95,315
2025-03-23,Widget B,28,285
2025-05-29,Widget B,76,190
2025-01-22,Widget B,98,132
2025-02-11,Widget D,49,197
2025-09-04,Widget B,52,188
2025-02-27,Widget A,37,125
2025-01-31,Widget D,41,400
2025-03-19,Widget E,31,143
2025-11-19,Widget D,98,115
2025-01-02,Widget E,39,285
2025-12-20,Widget E,67,111
2025-04-21,Widget B,88,495
2025-08-30,Widget A,80,231
2025-02-14,Widget B,72,304
2025-08-01,Widget B,57,196
2025-01-03,Widget A,28,435
2025-09-15,Widget D,54,339
2025-08-21,Widget A,48,156
2025-11-24,Widget D,52,415
2025-05-08,Widget A,39,159
2025-05-28,Widget A,58,340
2025-03-25,Widget B,46,290
2025-12-20,Widget B,45,461
2025-02-03,Widget C,85,255
2025-07-23,Widget A,98,459
2025-04-05,Widget B,59,398
2025-08-15,Widget B,97,329
2025-09-20,Widget A,100,193
2025-11-13,Widget E,46,230
2025-03-05,Widget E,34,133
2025-03-04,Widget A,55,437
2025-01-24,Widget D,79,286
2025-07-10,Widget E,64,95
2025-01-18,Widget A,67,115
2025-06-15,Widget B,53,190
2025-01-14,Widget C,27,224
2025-08-05,Widget D,27,282
2025-09-20,Widget B,93,455
2025-05-17,Widget B,29,469
2025-07-18,Widget A,75,68
2025-07-19,Widget B,35,315
2025-05-19,Widget B,60,285
2025-03-27,Widget D,60,75
2025-10-26,Widget A,27,280
2025-11-16,Widget A,25,273
2025-06-09,Widget B,47,337
2025-04-01,Widget C,39,93
2025-05-03,Widget C,31,177
2025-06-23,Widget E,77,126
2025-03-18,Widget B,48,397
2025-11-15,Widget A,60,242
2025-04-17,Widget E,77,304
2025-07-03,Widget D,80,351
2025-02-06,Widget C,85,390
2025-06-18,Widget E,93,323
2025-04-12,Widget B,60,131
2025-09-22,Widget B,98,254
2025-05-12,Widget B,46,397
2025-11-10,Widget C,66,296
2025-09-21,Widget D,54,242
2025-08-08,Widget B,73,419
2025-06-16,Widget E,61,270
2025-07-12,Widget C,72,332
2025-01-03,Widget C,95,69
2025-07-10,Widget D,67,248
2025-05-15,Widget C,31,238
2025-09-19,Widget E,55,147
2025-12-06,Widget C,22,256
2025-06-16,Widget D,50,315
2025-06-13,Widget D,47,245
2025-04-11,Widget C,59,118
2025-03-09,Widget D,78,325
2025-12-22,Widget C,82,64
2025-08-10,Widget A,78,292
2025-07-28,Widget A,24,475
2025-10-01,Widget C,98,215
2025-02-19,Widget D,36,427
2025-08-24,Widget D,85,86
2025-11-26,Widget A,54,270
2025-04-24,Widget A,23,340
2025-11-17,Widget A,85,499
2025-05-03,Widget A,29,159
2025-09-28,Widget B,84,381
2025-09-03,Widget A,79,460
2025-11-04,Widget E,49,498
2025-10-04,Widget C,47,216
2025-11-28,Widget E,33,117
2025-08-14,Widget A,21,355
2025-05-12,Widget B,40,404
2025-09-24,Widget E,74,340
2025-08-22,Widget C,63,461
2025-12-09,Widget E,64,351
2025-01-22,Widget D,65,180
2025-06-07,Widget B,49,439
2025-07-05,Widget A,90,453
2025-04-03,Widget C,75,111
2025-11-01,Widget A,89,489
2025-12-06,Widget B,89,181
2025-07-04,Widget C,83,246
2025-06-29,Widget E,52,434
2025-11-04,Widget C,45,83
2025-03-10,Widget C,79,276
2025-02-01,Widget C,62,97
2025-05-09,Widget E,53,340
2025-08-05,Widget C,44,291
2025-07-17,Widget D,37,430
2025-12-01,Widget D,48,494
2025-01-03,Widget B,56,64
2025-05-27,Widget B,38,77
2025-09-08,Widget E,47,335
2025-01-17,Widget C,93,166
2025-08-14,Widget B,88,383
2025-03-25,Widget C,86,331
2025-09-14,Widget E,83,325
2025-04-02,Widget C,78,110
2025-05-13,Widget A,79,456
2025-07-27,Widget E,94,456
2025-09-24,Widget C,76,124
2025-02-17,Widget D,52,431
2025-04-22,Widget A,43,378
2025-09-19,Widget B,37,317
2025-06-09,Widget E,60,136
2025-11-17,Widget C,85,234
2025-05-06,Widget C,25,147
2025-10-18,Widget D,38,437
2025-07-10,Widget D,86,184
2025-10-07,Widget A,85,398
2025-09-18,Widget C,81,71
2025-02-27,Widget A,85,125
2025-09-14,Widget B,65,98
2025-08-25,Widget A,43,344
2025-10-24,Widget B,46,203
2025-04-16,Widget B,82,80
2025-09-26,Widget C,29,397
2025-01-20,Widget A,66,104
2025-06-01,Widget A,72,246
2025-12-24,Widget D,27,352
2025-11-27,Widget E,86,144
2025-09-07,Widget C,52,98
2025-10-11,Widget A,59,336
2025-08-25,Widget C,69,207
2025-03-22,Widget C,66,108
2025-10-22,Widget E,48,389
2025-05-02,Widget A,100,103
2025-11-24,Widget A,28,374
2025-01-20,Widget D,38,272
2025-07-25,Widget D,86,342
2025-12-08,Widget A,47,500
2025-09-10,Widget D,94,362
2025-05-24,Widget D,35,276
2025-01-12,Widget D,61,68
2025-02-18,Widget D,94,384
2025-10-10,Widget E,96,92
2025-05-23,Widget C,72,251
2025-02-19,Widget B,24,401
2025-07-30,Widget E,45,356
2025-01-10,Widget B,35,376
2025-05-20,Widget A,84,111
2025-05-03,Widget A,52,211
2025-01-21,Widget E,30,350
2025-10-14,Widget E,63,274
2025-07-20,Widget E,41,424
2025-02-22,Widget D,44,155
2025-01-07,Widget E,100,454
2025-06-19,Widget D,25,320
2025-06-12,Widget D,29,123
2025-01-01,Widget E,68,348
2025-10-10,Widget D,48,479
2025-08-28,Widget E,58,444
2025-04-02,Widget C,52,202
2025-02-08,Widget D,24,215
2025-10-15,Widget B,79,60
2025-12-30,Widget D,51,74
2025-12-28,Widget C,76,423
2025-03-02,Widget A,72,94
2025-09-27,Widget C,75,201
2025-07-18,Widget A,65,414
2025-04-22,Widget C,21,276
2025-08-30,Widget E,39,287
2025-01-23,Widget D,93,197
2025-04-01,Widget E,71,316
2025-06-08,Widget C,86,106
2025-02-26,Widget C,30,195
2025-12-21,Widget A,68,490
2025-01-04,Widget B,53,72
2025-03-11,Widget A,76,429
2025-01-15,Widget A,57,292
2025-03-08,Widget C,75,285
2025-09-02,Widget C,27,407
2025-05-22,Widget B,53,433
2025-01-01,Widget C,45,308
2025-09-18,Widget D,53,203
2025-01-17,Widget B,28,411
2025-04-26,Widget D,52,396
2025-09-03,Widget B,68,160
2025-05-16,Widget E,48,346
2025-06-16,Widget E,32,458
2025-05-27,Widget E,52,284
2025-05-18,Widget B,82,136
2025-07-21,Widget C,59,356
2025-11-08,Widget D,95,91
2025-01-21,Widget D,47,487
2025-08-21,Widget E,84,456
2025-01-31,Widget B,90,500
2025-10-16,Widget E,33,500
2025-11-01,Widget E,24,496
2025-02-03,Widget A,47,420
2025-04-21,Widget A,73,289
2025-09-26,Widget D,54,311
2025-08-11,Widget E,65,323
2025-03-26,Widget A,41,361
2025-04-30,Widget C,85,80
2025-06-28,Widget B,41,246
2025-05-11,Widget B,77,254
2025-11-27,Widget D,70,201
2025-03-14,Widget E,73,212
2025-07-30,Widget B,61,52
2025-02-24,Widget C,40,488
2025-12-21,Widget C,51,458
2025-08-19,Widget A,100,209
2025-11-05,Widget B,99,448
2025-10-08,Widget E,72,363
2025-11-11,Widget D,92,120
2025-08-31,Widget C,79,97
2025-12-01,Widget D,61,180
2025-11-20,Widget A,75,177
2025-12-31,Widget E,80,370
2025-08-14,Widget D,70,488
2025-11-14,Widget E,34,116
2025-10-12,Widget D,78,405
2025-03-13,Widget A,89,142
2025-01-10,Widget C,26,333
2025-12-07,Widget A,54,183
2025-07-25,Widget C,28,229
2025-03-25,Widget D,97,373
2025-07-15,Widget C,20,130
2025-08-16,Widget A,68,397
2025-07-01,Widget E,82,112
2025-10-31,Widget D,53,56
2025-12-09,Widget A,60,54
2025-06-19,Widget D,74,81
2025-07-29,Widget C,92,139
2025-01-02,Widget A,30,287
2025-02-14,Widget E,64,153
2025-04-05,Widget C,24,150
2025-03-02,Widget B,92,202
2025-09-12,Widget A,49,230
2025-10-19,Widget B,79,159
2025-04-13,Widget C,27,91
2025-05-04,Widget C,69,472
2025-09-19,Widget B,44,264
2025-07-19,Widget C,51,396
2025-03-24,Widget E,56,100
2025-06-20,Widget B,54,435
2025-09-15,Widget D,34,418
2025-10-25,Widget A,44,203
2025-08-29,Widget B,45,449
2025-04-10,Widget D,72,173
2025-07-04,Widget B,38,203
2025-09-29,Widget E,71,389
2025-11-25,Widget C,84,421
2025-05-01,Widget B,77,373
2025-10-15,Widget E,60,259
2025-05-18,Widget B,77,51
2025-07-18,Widget C,29,436
2025-06-15,Widget E,72,227
2025-03-08,Widget C,83,434
2025-10-02,Widget A,63,88
2025-05-31,Widget A,51,381
2025-05-04,Widget A,89,349
2025-12-28,Widget A,71,219
2025-03-06,Widget A,60,81
2025-04-02,Widget C,22,121
2025-12-17,Widget D,43,459
2025-03-14,Widget D,82,171
2025-09-05,Widget C,34,53
2025-05-08,Widget E,28,217
2025-06-02,Widget A,89,198
2025-10-18,Widget C,30,474
2025-11-05,Widget D,20,202
2025-10-16,Widget A,31,295
2025-11-15,Widget C,32,91
2025-12-27,Widget C,55,270
2025-11-08,Widget C,28,135
2025-05-02,Widget D,21,170
2025-08-26,Widget C,30,250
2025-12-15,Widget B,99,475
2025-12-23,Widget A,27,412
2025-07-09,Widget A,43,107
2025-08-21,Widget A,52,188
2025-01-08,Widget B,51,309
2025-05-26,Widget B,50,93
2025-11-22,Widget A,52,445
2025-03-21,Widget A,95,301
2025-02-21,Widget E,78,356
2025-02-02,Widget B,27,424
2025-10-20,Widget C,92,313
2025-05-24,Widget C,68,105
2025-11-25,Widget C,50,108
2025-03-16,Widget E,86,227
2025-01-19,Widget C,45,487
2025-01-11,Widget C,63,350
2025-08-20,Widget C,43,463
2025-08-13,Widget E,34,90
2025-02-11,Widget B,72,372
2025-12-10,Widget B,71,230
2025-10-22,Widget B,40,349
2025-09-02,Widget B,72,130
2025-09-08,Widget C,97,221
2025-06-23,Widget E,30,222
2025-05-29,Widget D,98,441
2025-07-02,Widget B,33,167
2025-05-27,Widget C,56,425
2025-06-24,Widget E,30,316
2025-09-29,Widget E,34,349
2025-05-13,Widget A,43,423
2025-10-25,Widget A,74,187
2025-08-13,Widget D,92,142
2025-12-21,Widget A,47,477
2025-07-04,Widget D,38,447
2025-04-29,Widget C,65,245
2025-12-13,Widget B,51,212
2025-05-03,Widget C,50,240
2025-08-11,Widget E,86,299
2025-11-02,Widget D,76,195
2025-09-11,Widget D,54,117
2025-05-03,Widget E,61,453
2025-01-08,Widget C,22,313
2025-03-04,Widget C,89,437
2025-06-10,Widget C,36,482
2025-09-19,Widget B,97,393
2025-09-05,Widget D,62,204
2025-03-23,Widget C,76,170
2025-08-16,Widget B,85,443
2025-12-15,Widget D,38,431
2025-05-10,Widget C,39,66
2025-06-20,Widget D,95,392
2025-05-29,Widget C,21,106
2025-06-08,Widget E,63,83
2025-01-16,Widget A,63,495
2025-12-03,Widget A,23,62
2025-08-09,Widget E,66,231
2025-01-01,Widget B,62,455
2025-08-24,Widget D,92,434
2025-05-07,Widget D,24,108
2025-05-02,Widget A,73,222
2025-11-06,Widget E,74,437
2025-02-09,Widget A,33,79
2025-07-01,Widget B,62,393
2025-03-17,Widget B,96,282
2025-12-21,Widget D,77,367
2025-06-06,Widget A,26,451
2025-05-09,Widget D,88,295
2025-08-17,Widget C,80,474
2025-10-08,Widget E,81,145
2025-07-20,Widget A,80,478
2025-09-19,Widget E,27,480
2025-10-03,Widget A,74,363
2025-01-06,Widget A,82,264
2025-09-17,Widget E,64,392
2025-09-27,Widget E,47,247
2025-07-05,Widget A,47,167
2025-01-01,Widget B,89,240
2025-04-17,Widget D,58,76
2025-07-04,Widget A,49,109
2025-10-12,Widget C,27,123
2025-06-30,Widget A,81,431
2025-10-29,Widget B,53,274
2025-07-10,Widget C,22,219
2025-02-01,Widget B,63,137
2025-08-19,Widget D,29,233
2025-05-19,Widget C,26,62
2025-03-16,Widget A,40,191
2025-10-18,Widget B,25,473
2025-08-06,Widget B,100,126
2025-08-20,Widget C,66,92
2025-11-21,Widget B,35,119
2025-10-17,Widget E,43,282
2025-05-06,Widget E,64,297
2025-09-18,Widget E,45,351
2025-05-05,Widget D,93,317
2025-03-18,Widget D,57,373
2025-12-14,Widget D,37,285
2025-08-27,Widget C,65,221
2025-01-09,Widget E,20,421
2025-06-08,Widget A,41,288
2025-02-05,Widget E,82,486
2025-12-15,Widget A,69,444
2025-08-18,Widget E,37,80
2025-12-29,Widget E,100,450
2025-01-08,Widget B,68,116
2025-10-26,Widget B,42,156
2025-09-01,Widget D,45,392
2025-09-25,Widget C,42,52
2025-02-08,Widget A,62,474
2025-09-23,Widget D,94,409
2025-09-23,Widget D,89,162
2025-11-11,Widget C,91,156
2025-01-15,Widget E,90,247
2025-11-03,Widget A,84,362
2025-06-24,Widget B,60,441
2025-01-22,Widget B,54,412
2025-01-15,Widget C,73,478
2025-01-09,Widget C,87,268
2025-01-08,Widget A,22,273
2025-11-13,Widget D,23,235
2025-03-24,Widget C,65,71
2025-02-19,Widget B,42,253
2025-09-08,Widget E,41,201
2025-10-28,Widget C,51,164
2025-09-14,Widget A,36,323
2025-12-18,Widget D,65,78
2025-01-27,Widget D,53,392
2025-09-22,Widget C,48,54
2025-07-07,Widget B,71,307
2025-06-06,Widget D,61,485
2025-06-10,Widget A,78,297
2025-03-27,Widget A,49,326
2025-06-08,Widget D,35,442
2025-04-26,Widget B,52,152
2025-01-21,Widget D,60,123
2025-03-28,Widget C,51,482
2025-12-18,Widget D,32,433
2025-11-18,Widget E,83,135
2025-04-21,Widget B,67,342
2025-08-02,Widget E,28,65
2025-10-22,Widget C,73,283
2025-03-19,Widget E,76,167
2025-01-27,Widget A,100,437
2025-02-28,Widget A,43,233
2025-09-24,Widget B,25,113
2025-11-21,Widget E,63,456
2025-07-03,Widget D,41,248
2025-05-15,Widget B,66,208
2025-07-03,Widget D,33,326
2025-07-16,Widget D,100,498
2025-01-09,Widget D,98,191
2025-12-07,Widget A,67,453
2025-06-10,Widget B,33,86
2025-07-30,Widget B,31,264
2025-11-05,Widget A,87,180
2025-08-03,Widget E,32,337
2025-09-26,Widget A,53,383
2025-01-27,Widget D,97,203
2025-08-09,Widget B,66,370
2025-11-08,Widget C,45,146
2025-05-18,Widget A,41,409
2025-08-08,Widget B,75,267
2025-07-25,Widget A,60,296
2025-12-12,Widget C,36,109
2025-10-06,Widget A,39,314
2025-10-22,Widget D,59,391
2025-07-02,Widget D,36,177
2025-01-12,Widget E,52,244
2025-06-08,Widget E,38,465
2025-11-16,Widget D,52,273
2025-08-29,Widget C,91,89
2025-10-13,Widget A,63,366
2025-06-25,Widget D,29,242
2025-01-19,Widget B,64,242
2025-03-14,Widget B,80,292
2025-11-16,Widget A,31,96
2025-05-20,Widget E,97,375
2025-09-12,Widget D,22,244
2025-02-02,Widget C,58,166
2025-11-03,Widget E,81,349
2025-10-15,Widget D,25,79
2025-09-03,Widget C,22,229
2025-04-19,Widget D,32,270
2025-05-08,Widget D,71,415
2025-08-04,Widget A,92,347
2025-11-23,Widget B,50,175
2025-09-21,Widget E,45,325
2025-07-23,Widget E,86,436
2025-02-15,Widget B,68,204
2025-05-17,Widget B,64,310
2025-04-24,Widget E,47,418
2025-04-23,Widget B,43,338
2025-01-01,Widget A,84,242
2025-07-03,Widget B,35,482
2025-03-19,Widget A,54,380
2025-05-14,Widget C,63,238
2025-02-04,Widget B,51,396
2025-04-14,Widget B,32,386
2025-09-01,Widget E,47,352
2025-12-09,Widget B,77,328
2025-08-23,Widget E,74,152
2025-12-13,Widget E,32,156
2025-08-27,Widget D,88,352
2025-02-06,Widget C,59,336
2025-10-10,Widget B,54,218
2025-03-23,Widget D,56,238
2025-08-22,Widget B,97,160
2025-09-04,Widget C,22,395
2025-04-21,Widget D,59,237
2025-03-06,Widget B,57,194
2025-03-01,Widget E,43,217
2025-01-11,Widget B,60,101
2025-04-26,Widget A,64,157
2025-09-06,Widget A,57,347
2025-01-09,Widget E,55,464
2025-03-13,Widget D,63,242
2025-11-14,Widget D,53,375
2025-01-29,Widget B,67,200
2025-10-24,Widget D,54,394
2025-08-19,Widget C,23,480
2025-02-16,Widget E,50,54
2025-09-16,Widget C,96,146
2025-11-26,Widget B,57,53
2025-08-13,Widget C,68,490
2025-08-07,Widget D,29,151
2025-01-20,Widget D,41,186
2025-04-21,Widget B,62,81
2025-07-04,Widget B,60,229
2025-02-14,Widget E,24,274
2025-12-25,Widget B,72,329
2025-11-23,Widget D,33,420
2025-06-03,Widget A,47,201
2025-07-28,Widget B,82,497
2025-09-27,Widget D,91,57
2025-01-11,Widget B,56,119
2025-03-31,Widget E,48,210
2025-10-06,Widget D,26,320
2025-04-06,Widget A,35,244
2025-03-08,Widget C,21,255
2025-08-06,Widget A,33,420
2025-04-16,Widget D,49,231
2025-01-23,Widget C,96,95
2025-09-18,Widget C,100,81
2025-11-27,Widget E,35,390
2025-03-02,Widget D,65,351
2025-08-31,Widget D,72,89
2025-08-01,Widget B,43,303
2025-07-27,Widget A,81,235
2025-09-30,Widget D,45,88
2025-05-19,Widget E,86,395
2025-12-18,Widget C,92,204
2025-08-27,Widget D,95,204
2025-02-24,Widget B,59,76
2025-12-08,Widget D,80,500
2025-12-21,Widget E,74,396
2025-04-04,Widget A,77,234
2025-08-23,Widget D,89,330
2025-10-23,Widget B,27,185
2025-09-09,Widget C,33,384
2025-08-23,Widget A,99,122
2025-06-20,Widget A,97,449
2025-01-25,Widget A,24,108
2025-05-13,Widget C,85,339
2025-09-21,Widget B,67,94
2025-08-30,Widget C,30,216
2025-05-11,Widget D,40,213
2025-01-30,Widget D,32,340
2025-10-09,Widget B,85,377
2025-08-15,Widget A,69,260
2025-01-24,Widget B,90,183
2025-07-02,Widget A,71,54
2025-02-27,Widget E,63,97
2025-05-27,Widget E,98,448
2025-11-02,Widget A,28,260
2025-05-11,Widget B,96,314
2025-09-17,Widget C,60,134
2025-08-04,Widget C,40,325
2025-08-23,Widget B,67,245
2025-07-21,Widget C,31,320
2025-04-17,Widget D,90,99
2025-02-26,Widget D,92,103
2025-06-11,Widget B,81,163
2025-12-25,Widget E,71,119
2025-04-24,Widget A,35,260
2025-01-19,Widget D,42,76
2025-04-15,Widget D,75,199
2025-04-13,Widget E,30,275
2025-11-15,Widget C,51,71
2025-04-12,Widget A,20,153
2025-06-05,Widget A,22,139
2025-03-10,Widget C,66,171
2025-08-12,Widget C,78,114
2025-03-07,Widget B,63,378
2025-11-23,Widget E,47,422
2025-04-12,Widget A,40,435
2025-09-08,Widget A,57,252
2025-10-20,Widget D,80,377
2025-01-11,Widget E,45,124
2025-09-01,Widget C,82,481
2025-06-22,Widget C,25,129
2025-04-20,Widget B,95,145
2025-10-28,Widget C,29,132
2025-02-26,Widget C,58,267
2025-12-05,Widget B,47,253
2025-12-27,Widget A,90,267
2025-10-12,Widget E,61,290
2025-04-11,Widget A,28,423
2025-10-12,Widget B,76,92
2025-01-05,Widget A,88,133
2025-05-26,Widget B,54,331
2025-07-21,Widget B,78,152
2025-11-27,Widget D,76,312
2025-12-24,Widget A,90,223
2025-05-15,Widget E,49,71
2025-12-05,Widget B,94,435
2025-06-15,Widget B,74,460
2025-04-25,Widget D,73,153
2025-03-17,Widget E,95,197
2025-04-11,Widget B,70,331
2025-02-04,Widget C,43,358
2025-06-20,Widget D,64,67
2025-02-16,Widget E,76,183
2025-05-12,Widget E,34,260
2025-01-12,Widget D,90,234
2025-01-10,Widget D,99,484
2025-08-23,Widget D,44,104
2025-04-01,Widget C,77,304
2025-11-21,Widget D,72,164
2025-07-16,Widget A,99,315
2025-03-17,Widget A,28,278
