Date,Sector,GrowthRate (%),AvgPrice
2025-07-03,Furniture,0.54,75
2025-01-27,Toys,0.74,88
2025-05-19,Toys,0.85,130
2025-11-22,Electronics,1.52,93
2025-08-09,Furniture,1.27,167
2025-04-23,Toys,1.13,143
2025-09-17,Furniture,1.78,89
2025-09-02,Home Appliances,0.96,188
2025-06-22,Home Appliances,1.21,115
2025-09-13,Toys,1.55,79
2025-02-07,Home Appliances,4.33,159
2025-08-29,Toys,3.9,115
2025-03-30,Electronics,0.59,105
2025-02-02,Furniture,3.38,102
2025-11-02,Electronics,2.23,94
2025-01-09,Toys,4.8,80
2025-07-03,Furniture,0.85,200
2025-12-28,Toys,3.17,176
2025-03-21,Home Appliances,4.29,140
2025-10-05,Furniture,4.4,106
2025-10-16,Home Appliances,4.09,142
2025-04-04,Home Appliances,2.57,179
2025-10-04,Home Appliances,4.85,125
2025-02-07,Toys,4.55,56
2025-02-02,Furniture,1.63,135
2025-02-14,Home Appliances,4.37,126
2025-04-21,Toys,2.64,69
2025-03-28,Home Appliances,3.77,129
2025-05-13,Home Appliances,3.72,136
2025-11-28,Electronics,3.93,66
2025-03-19,Toys,0.88,157
2025-02-15,Electronics,4.5,77
2025-10-07,Furniture,4.56,161
2025-03-21,Electronics,1.49,50
2025-06-20,Toys,3.62,99
2025-03-20,Furniture,4.74,97
2025-08-03,Furniture,4.71,83
2025-04-02,Furniture,4.51,111
2025-09-07,Furniture,4.7,112
2025-03-08,Electronics,3.85,108
2025-03-10,Electronics,3.17,184
2025-06-16,Home Appliances,4.87,104
2025-12-27,Toys,4.36,127
2025-04-23,Furniture,3.82,53
2025-04-25,Electronics,2.46,132
2025-05-02,Toys,4.49,95
2025-05-06,Home Appliances,4.07,161
2025-11-02,Furniture,3.05,136
2025-04-28,Home Appliances,2.67,182
2025-06-11,Toys,0.69,82
2025-01-23,Toys,0.96,105
2025-11-28,Electronics,4.45,128
2025-04-13,Toys,1.44,188
2025-02-25,Toys,1.11,58
2025-03-05,Home Appliances,1.19,146
2025-07-30,Toys,3.33,137
2025-04-28,Furniture,1.92,107
2025-01-24,Home Appliances,4.15,125
2025-04-07,Furniture,2.12,142
2025-03-14,Toys,3.72,120
2025-09-19,Electronics,4.31,163
2025-03-19,Home Appliances,0.73,51
2025-06-23,Electronics,4.43,119
2025-11-16,Electronics,4.18,116
2025-08-16,Toys,0.8,145
2025-09-19,Home Appliances,0.81,141
2025-12-04,Electronics,4.72,174
2025-10-02,Furniture,2.27,97
2025-02-20,Furniture,3.14,153
2025-01-09,Furniture,1.96,64
2025-09-17,Home Appliances,1.77,188
2025-01-31,Electronics,2.75,175
2025-04-29,Furniture,2.93,101
2025-07-23,Toys,2.68,78
2025-08-24,Home Appliances,2.53,60
2025-01-28,Home Appliances,2.67,166
2025-07-09,Electronics,1.71,100
2025-06-11,Home Appliances,3.08,199
2025-10-31,Toys,4.05,124
2025-10-17,Furniture,0.54,78
2025-08-06,Toys,4.51,76
2025-11-28,Toys,1.23,172
2025-06-15,Furniture,1.57,193
2025-04-14,Toys,4.98,89
2025-02-28,Toys,4.6,138
2025-07-10,Toys,4.37,89
2025-05-20,Home Appliances,3.74,66
2025-10-13,Furniture,1.5,171
2025-05-24,Electronics,3.52,121
2025-12-09,Home Appliances,4.35,121
2025-10-02,Furniture,1.44,89
2025-08-17,Home Appliances,2.76,83
2025-10-07,Toys,1.35,74
2025-08-27,Toys,0.78,156
2025-07-27,Home Appliances,2.5,121
2025-04-17,Toys,3.84,165
2025-10-29,Home Appliances,4.21,131
2025-08-12,Furniture,2.71,186
2025-04-21,Furniture,1.25,128
2025-04-07,Furniture,1.17,116
2025-11-23,Toys,2.12,171
2025-10-07,Furniture,3.32,131
2025-07-28,Toys,4.13,55
2025-07-26,Toys,1.57,123
2025-02-10,Home Appliances,3.65,58
2025-06-07,Toys,1.7,73
2025-07-18,Electronics,2.65,191
2025-01-06,Home Appliances,3.62,88
2025-11-08,Home Appliances,4.0,112
2025-07-26,Furniture,4.23,99
2025-11-19,Home Appliances,1.67,193
2025-10-18,Toys,1.22,193
2025-10-22,Home Appliances,4.57,197
2025-09-13,Electronics,3.08,56
2025-05-05,Furniture,3.0,100
2025-12-21,Electronics,2.49,140
2025-07-27,Toys,2.08,81
2025-07-24,Electronics,2.09,52
2025-06-12,Furniture,1.81,91
2025-01-09,Furniture,3.16,177
2025-12-01,Furniture,0.62,156
2025-07-18,Electronics,1.76,135
2025-05-07,Furniture,2.03,96
2025-07-27,Furniture,2.6,116
2025-03-02,Home Appliances,1.64,163
2025-01-15,Toys,0.97,63
2025-10-23,Electronics,4.11,152
2025-12-02,Furniture,4.79,191
2025-12-03,Electronics,0.52,88
2025-06-18,Toys,0.91,139
2025-10-09,Home Appliances,0.59,124
2025-02-11,Furniture,2.72,167
2025-12-23,Toys,0.8,173
2025-10-25,Electronics,2.1,52
2025-08-11,Home Appliances,1.34,139
2025-12-22,Home Appliances,2.73,178
2025-09-22,Electronics,0.84,97
2025-08-06,Furniture,1.84,58
2025-02-24,Furniture,1.11,72
2025-03-29,Furniture,3.57,92
2025-06-30,Furniture,1.48,111
2025-04-04,Toys,3.17,145
2025-07-30,Home Appliances,0.67,198
2025-03-28,Toys,1.44,173
2025-05-02,Furniture,1.58,173
2025-04-27,Toys,2.39,172
2025-01-20,Toys,1.16,108
2025-08-27,Electronics,1.84,141
2025-02-17,Furniture,2.15,107
2025-03-13,Home Appliances,0.7,159
2025-02-28,Toys,0.71,176
2025-12-01,Home Appliances,2.62,193
2025-03-11,Toys,3.09,56
2025-10-23,Furniture,2.51,162
2025-04-25,Electronics,2.99,168
2025-12-10,Electronics,3.85,156
2025-09-19,Electronics,2.16,83
2025-08-31,Home Appliances,2.62,55
2025-01-22,Electronics,4.93,116
2025-05-22,Toys,1.96,196
2025-08-14,Electronics,2.01,62
2025-07-20,Furniture,0.99,159
2025-11-20,Home Appliances,4.24,149
2025-02-02,Furniture,3.52,131
2025-12-03,Furniture,3.13,105
2025-12-20,Home Appliances,2.09,55
2025-10-23,Home Appliances,3.15,77
2025-10-04,Toys,4.65,113
2025-04-29,Electronics,1.0,174
2025-09-30,Electronics,2.08,115
2025-09-10,Electronics,1.42,90
2025-09-11,Home Appliances,0.68,195
2025-06-30,Furniture,4.12,167
2025-08-20,Electronics,4.9,122
2025-08-07,Home Appliances,3.24,148
2025-07-21,Home Appliances,3.38,96
2025-11-07,Toys,3.97,53
2025-04-28,Furniture,0.66,178
2025-06-24,Toys,2.17,150
2025-01-24,Furniture,4.79,136
2025-01-13,Home Appliances,2.51,170
2025-10-20,Electronics,1.35,98
2025-08-06,Home Appliances,2.14,68
2025-10-23,Home Appliances,2.22,192
2025-10-14,Toys,0.81,145
2025-06-20,Furniture,0.82,81
2025-12-22,Home Appliances,4.18,157
2025-02-03,Home Appliances,2.52,100
2025-04-29,Home Appliances,2.33,107
2025-07-13,Home Appliances,3.23,67
2025-11-21,Furniture,4.74,144
2025-12-05,Home Appliances,1.51,171
2025-10-10,Electronics,0.94,171
2025-09-19,Home Appliances,4.04,121
2025-11-23,Toys,4.04,175
2025-01-23,Toys,1.92,73
2025-09-15,Electronics,0.94,150
2025-10-21,Furniture,1.49,159
2025-10-14,Furniture,0.72,195
2025-01-30,Electronics,3.7,69
2025-06-22,Home Appliances,2.26,148
2025-07-23,Toys,4.7,124
2025-08-30,Furniture,0.95,94
2025-03-04,Toys,3.98,124
2025-12-25,Home Appliances,4.29,106
2025-06-28,Electronics,2.52,176
2025-12-16,Furniture,3.53,131
2025-08-04,Furniture,0.83,90
2025-03-27,Toys,4.61,189
2025-10-06,Home Appliances,0.68,190
2025-06-27,Furniture,3.07,109
2025-06-24,Furniture,4.49,183
2025-09-01,Furniture,2.86,84
2025-07-17,Toys,4.16,82
2025-03-03,Electronics,1.09,100
2025-11-21,Home Appliances,4.58,152
2025-04-19,Home Appliances,1.49,127
2025-02-13,Toys,2.24,124
2025-01-20,Electronics,4.41,130
2025-01-08,Home Appliances,4.85,74
2025-11-11,Toys,4.34,71
2025-07-21,Furniture,3.05,109
2025-07-30,Home Appliances,0.66,149
2025-11-21,Furniture,1.02,109
2025-12-16,Electronics,2.08,186
2025-01-01,Toys,1.75,149
2025-04-28,Electronics,2.17,90
2025-01-23,Home Appliances,3.95,114
2025-03-26,Electronics,2.94,120
2025-11-09,Home Appliances,3.83,118
2025-04-28,Toys,1.54,127
2025-09-09,Home Appliances,4.07,108
2025-06-06,Toys,3.6,129
2025-02-22,Home Appliances,4.47,197
2025-06-26,Toys,1.44,125
2025-09-25,Electronics,2.25,183
2025-07-19,Furniture,2.43,78
2025-03-25,Electronics,4.74,58
2025-07-22,Electronics,4.62,174
2025-04-28,Toys,2.55,60
2025-11-24,Electronics,3.49,175
2025-08-21,Toys,2.6,73
2025-10-15,Electronics,2.41,92
2025-11-02,Toys,1.55,190
2025-12-25,Toys,1.95,186
2025-08-08,Toys,2.2,86
2025-05-05,Home Appliances,2.33,158
2025-12-12,Home Appliances,1.91,111
2025-11-30,Toys,4.72,113
2025-08-13,Furniture,4.95,197
2025-01-15,Electronics,1.92,117
2025-11-20,Furniture,1.36,155
2025-06-11,Furniture,4.39,95
2025-03-31,Home Appliances,3.83,75
2025-08-28,Electronics,0.73,96
2025-07-08,Toys,0.66,189
2025-08-26,Toys,3.34,69
2025-08-12,Home Appliances,4.72,162
2025-03-05,Toys,1.8,60
2025-07-19,Toys,4.46,118
2025-12-27,Toys,3.31,152
2025-06-14,Furniture,2.11,101
2025-11-09,Home Appliances,2.49,193
2025-03-05,Furniture,4.98,150
2025-12-27,Home Appliances,4.04,125
2025-05-11,Home Appliances,1.29,110
2025-01-21,Home Appliances,0.64,192
2025-01-26,Toys,2.66,81
2025-08-10,Toys,0.69,146
2025-05-02,Furniture,3.68,190
2025-07-19,Electronics,2.78,193
2025-07-28,Furniture,2.99,170
2025-06-17,Furniture,0.69,76
2025-11-23,Home Appliances,4.22,64
2025-06-14,Furniture,3.83,94
2025-01-03,Electronics,0.58,108
2025-06-30,Furniture,4.96,86
2025-10-26,Furniture,4.71,134
2025-01-28,Home Appliances,3.78,148
2025-11-30,Home Appliances,1.7,89
2025-08-28,Home Appliances,4.22,164
2025-06-13,Toys,2.25,184
2025-10-03,Toys,1.04,136
2025-09-28,Furniture,3.54,64
2025-06-05,Home Appliances,4.23,185
2025-12-25,Electronics,2.42,175
2025-04-17,Home Appliances,1.72,60
2025-10-04,Furniture,0.92,141
2025-08-01,Home Appliances,3.36,121
2025-04-30,Electronics,4.65,107
2025-07-16,Electronics,4.93,164
2025-03-07,Electronics,2.84,104
2025-08-03,Electronics,0.8,78
2025-01-12,Toys,5.0,142
2025-09-28,Home Appliances,1.36,127
2025-09-21,Furniture,4.21,139
2025-10-26,Toys,3.98,93
2025-07-02,Electronics,3.01,158
2025-11-15,Electronics,4.95,64
2025-09-08,Furniture,1.52,109
2025-11-13,Home Appliances,3.85,50
2025-05-20,Furniture,4.31,146
2025-07-31,Toys,2.8,67
2025-11-08,Home Appliances,1.1,163
2025-01-23,Furniture,1.1,65
2025-09-13,Furniture,2.95,143
2025-10-03,Toys,1.22,127
2025-02-15,Toys,3.7,79
2025-02-19,Electronics,3.08,122
2025-12-06,Furniture,1.26,95
2025-11-07,Toys,0.8,163
2025-09-13,Electronics,4.69,167
2025-07-12,Home Appliances,3.89,126
2025-09-01,Toys,4.44,168
2025-03-13,Electronics,3.03,197
2025-09-23,Toys,1.09,118
2025-06-22,Toys,3.28,119
2025-01-10,Toys,2.68,136
2025-04-19,Electronics,4.19,71
2025-10-01,Toys,4.71,58
2025-05-09,Electronics,2.31,58
2025-10-13,Electronics,1.36,152
2025-05-02,Electronics,1.36,89
2025-06-17,Furniture,2.3,144
2025-08-04,Furniture,2.24,112
2025-04-21,Electronics,2.25,52
2025-12-29,Electronics,3.09,190
2025-06-11,Home Appliances,4.51,199
2025-04-23,Electronics,1.52,163
2025-09-14,Furniture,0.7,107
2025-10-23,Toys,3.07,106
2025-02-27,Electronics,4.25,80
2025-01-04,Toys,3.73,113
2025-02-13,Toys,3.67,172
2025-05-26,Electronics,1.24,91
2025-03-03,Home Appliances,0.87,61
2025-11-21,Furniture,3.91,158
2025-11-04,Toys,3.47,54
2025-01-27,Furniture,3.94,82
2025-04-11,Home Appliances,0.6,172
2025-11-07,Toys,3.68,72
2025-01-01,Electronics,4.13,126
2025-03-27,Furniture,4.88,158
2025-09-26,Home Appliances,0.91,155
2025-07-20,Furniture,2.22,93
2025-03-26,Home Appliances,4.6,78
2025-11-15,Furniture,4.52,127
2025-01-30,Electronics,1.36,123
2025-09-20,Electronics,4.61,116
2025-05-26,Home Appliances,2.55,114
2025-12-29,Electronics,3.93,139
2025-07-31,Home Appliances,4.96,50
2025-12-05,Toys,4.12,126
2025-02-09,Toys,1.01,80
2025-10-16,Furniture,4.33,159
2025-01-17,Toys,0.57,174
2025-11-26,Furniture,3.32,197
2025-12-05,Toys,4.5,157
2025-05-11,Home Appliances,4.22,50
2025-02-05,Home Appliances,3.98,175
2025-01-11,Toys,2.52,164
2025-10-07,Furniture,2.93,134
2025-03-10,Electronics,1.97,91
2025-03-05,Electronics,0.96,125
2025-03-27,Toys,1.73,102
2025-05-19,Electronics,2.3,92
2025-06-19,Furniture,2.93,154
2025-03-28,Electronics,4.18,138
2025-07-24,Furniture,3.67,123
2025-02-15,Home Appliances,4.04,134
2025-11-20,Toys,1.58,152
2025-07-26,Toys,4.32,156
2025-06-11,Furniture,2.17,143
2025-12-15,Electronics,2.89,162
2025-03-13,Home Appliances,2.42,172
2025-02-09,Home Appliances,0.88,55
2025-02-28,Home Appliances,2.68,63
2025-03-06,Furniture,4.04,168
2025-03-26,Toys,1.93,144
2025-06-26,Home Appliances,0.81,128
2025-06-29,Furniture,4.25,66
2025-12-14,Home Appliances,3.11,114
2025-06-02,Home Appliances,2.94,71
2025-03-04,Electronics,3.97,96
2025-01-12,Furniture,2.5,120
2025-12-15,Furniture,4.94,52
2025-12-29,Furniture,1.67,181
2025-12-09,Electronics,1.78,107
2025-02-13,Home Appliances,4.09,109
2025-02-26,Home Appliances,1.64,96
2025-12-20,Toys,2.0,180
2025-10-23,Home Appliances,2.82,51
2025-03-15,Toys,1.61,155
2025-01-06,Toys,2.75,141
2025-12-23,Furniture,1.86,149
2025-12-17,Electronics,0.96,157
2025-12-21,Furniture,1.75,160
2025-11-13,Electronics,3.0,68
2025-10-30,Furniture,1.28,200
2025-04-16,Electronics,1.29,101
2025-03-24,Home Appliances,4.56,136
2025-09-07,Toys,2.4,99
2025-09-23,Electronics,2.33,154
2025-08-10,Toys,1.33,167
2025-09-14,Electronics,3.62,127
2025-03-07,Home Appliances,4.82,141
2025-02-07,Electronics,4.09,76
2025-11-15,Home Appliances,1.66,133
2025-05-18,Furniture,3.6,113
2025-03-17,Electronics,2.05,148
2025-05-14,Home Appliances,0.56,82
2025-09-18,Toys,0.71,70
2025-12-28,Toys,4.68,192
2025-04-26,Electronics,2.24,118
2025-03-15,Furniture,1.28,69
2025-06-16,Electronics,2.03,139
2025-07-26,Toys,2.16,112
2025-11-08,Toys,1.81,144
2025-11-06,Furniture,1.13,187
2025-07-17,Home Appliances,2.04,169
2025-07-22,Furniture,2.05,91
2025-12-12,Furniture,4.27,144
2025-05-16,Home Appliances,4.64,68
2025-03-23,Home Appliances,0.82,85
2025-02-28,Furniture,0.55,54
2025-03-01,Toys,2.9,171
2025-10-28,Electronics,4.48,100
2025-04-28,Electronics,4.9,184
2025-03-18,Toys,4.75,166
2025-02-06,Electronics,4.42,178
2025-03-08,Home Appliances,2.09,138
2025-08-08,Home Appliances,3.07,180
2025-12-15,Furniture,3.03,91
2025-11-25,Toys,3.71,198
2025-09-12,Furniture,2.55,152
2025-01-01,Toys,2.06,187
2025-06-09,Home Appliances,3.28,165
2025-03-23,Toys,2.44,160
2025-08-26,Toys,1.19,148
2025-03-28,Electronics,2.46,95
2025-11-22,Electronics,2.56,177
2025-06-30,Toys,1.13,154
2025-10-15,Home Appliances,3.99,190
2025-05-11,Electronics,0.68,134
2025-06-01,Furniture,0.98,127
2025-03-22,Electronics,1.21,89
2025-10-21,Home Appliances,2.82,69
2025-12-07,Toys,4.28,81
2025-04-17,Electronics,4.6,161
2025-04-09,Home Appliances,4.55,195
2025-07-26,Electronics,2.93,191
2025-01-19,Electronics,3.5,97
2025-10-13,Furniture,2.43,132
2025-11-02,Toys,1.93,151
2025-05-08,Electronics,4.86,190
2025-09-05,Electronics,1.06,187
2025-02-02,Toys,3.54,185
2025-08-30,Home Appliances,4.0,139
2025-04-04,Toys,2.32,185
2025-10-08,Electronics,3.29,88
2025-02-24,Home Appliances,4.45,172
2025-12-04,Electronics,2.57,104
2025-03-30,Home Appliances,2.54,57
2025-04-15,Toys,2.84,124
2025-05-02,Furniture,4.47,169
2025-10-09,Toys,2.54,91
2025-12-13,Furniture,3.32,110
2025-12-24,Toys,2.69,87
2025-01-15,Toys,2.48,66
2025-04-09,Electronics,3.08,107
2025-03-07,Toys,2.59,153
2025-08-25,Electronics,3.3,183
2025-01-10,Home Appliances,2.77,194
2025-02-28,Furniture,4.97,72
2025-05-06,Toys,0.9,80
2025-10-18,Home Appliances,4.92,62
2025-01-06,Electronics,3.59,183
2025-10-15,Toys,4.95,96
2025-10-27,Toys,3.94,198
2025-05-01,Toys,4.94,185
2025-01-09,Toys,4.41,99
2025-12-08,Toys,3.36,153
2025-09-21,Electronics,1.51,158
2025-03-24,Electronics,2.37,178
2025-06-25,Electronics,1.22,90
2025-05-31,Furniture,3.69,89
2025-12-01,Electronics,1.53,192
2025-02-17,Electronics,3.3,199
2025-02-21,Electronics,3.9,132
2025-02-18,Home Appliances,2.8,134
2025-03-26,Furniture,0.87,75
2025-05-17,Electronics,4.16,87
2025-03-03,Toys,2.02,80
2025-04-04,Home Appliances,2.81,64
2025-03-25,Furniture,4.97,105
2025-10-26,Furniture,1.87,173
2025-11-24,Furniture,1.63,55
2025-05-04,Furniture,3.87,52
2025-01-18,Furniture,2.93,194
2025-12-26,Home Appliances,2.9,135
2025-05-26,Furniture,3.27,140
2025-08-04,Electronics,1.89,82
2025-12-26,Furniture,1.42,133
2025-03-12,Toys,4.23,126
2025-06-19,Toys,0.87,133
2025-02-16,Electronics,1.03,160
2025-08-02,Home Appliances,2.56,104
2025-07-27,Furniture,3.73,165
2025-07-16,Toys,1.1,171
2025-03-27,Toys,4.86,74
2025-06-01,Toys,4.52,187
2025-11-06,Home Appliances,1.33,182
2025-08-04,Home Appliances,1.9,50
2025-07-18,Home Appliances,2.67,139
2025-05-21,Furniture,1.61,57
2025-11-14,Toys,2.83,121
2025-11-29,Electronics,3.14,172
2025-11-19,Home Appliances,4.08,189
2025-06-07,Electronics,1.37,71
2025-02-06,Toys,3.16,150
2025-01-25,Electronics,4.33,161
2025-02-22,Home Appliances,0.57,90
2025-09-11,Toys,3.99,80
2025-11-14,Toys,4.05,170
2025-05-16,Toys,2.5,171
2025-10-17,Home Appliances,2.68,174
2025-11-26,Furniture,4.89,171
2025-06-24,Electronics,4.05,109
2025-05-28,Furniture,2.88,145
2025-11-13,Toys,0.9,54
2025-07-03,Furniture,1.69,195
2025-12-07,Home Appliances,3.88,66
2025-10-02,Electronics,4.32,56
2025-09-29,Home Appliances,0.81,160
2025-06-22,Home Appliances,1.5,94
2025-07-21,Electronics,3.44,191
2025-04-03,Electronics,2.99,173
2025-11-25,Toys,3.97,112
2025-05-27,Electronics,3.21,176
2025-03-24,Toys,3.99,118
2025-05-03,Furniture,3.16,81
2025-07-07,Home Appliances,4.78,183
2025-02-21,Toys,3.7,170
2025-03-21,Toys,4.34,55
2025-01-09,Furniture,3.07,127
2025-11-25,Furniture,2.02,63
2025-11-30,Electronics,1.62,164
2025-07-05,Toys,3.01,81
2025-11-24,Home Appliances,2.38,53
2025-06-26,Toys,1.84,144
2025-06-02,Electronics,3.79,70
2025-02-16,Furniture,2.15,112
2025-02-19,Home Appliances,1.02,192
2025-07-09,Toys,1.96,62
2025-10-26,Electronics,2.13,94
2025-08-06,Furniture,1.79,128
2025-02-14,Electronics,2.81,109
2025-01-23,Electronics,2.0,182
2025-05-10,Toys,4.59,161
2025-05-27,Toys,1.33,131
2025-10-28,Toys,0.7,148
2025-08-30,Home Appliances,3.93,130
2025-05-13,Furniture,2.93,60
2025-04-25,Toys,3.92,179
2025-07-16,Furniture,2.46,111
2025-10-22,Toys,1.35,52
2025-08-20,Toys,4.36,56
2025-01-13,Toys,0.9,191
2025-08-26,Electronics,3.28,124
2025-01-20,Home Appliances,1.09,103
2025-10-14,Electronics,0.67,91
2025-09-10,Home Appliances,0.78,153
2025-11-08,Furniture,2.43,173
2025-11-14,Electronics,4.3,92
2025-01-10,Furniture,0.54,111
2025-11-08,Home Appliances,2.58,147
2025-12-15,Furniture,1.54,165
2025-02-20,Electronics,2.33,144
2025-08-13,Electronics,1.28,168
2025-05-08,Toys,1.81,174
2025-02-02,Toys,0.91,144
2025-08-11,Furniture,3.97,74
2025-06-08,Electronics,3.34,102
2025-04-20,Electronics,4.56,92
2025-03-08,Electronics,4.51,53
2025-01-17,Toys,0.54,88
2025-03-04,Electronics,2.07,152
2025-07-10,Home Appliances,0.71,188
2025-01-01,Home Appliances,4.55,136
2025-04-28,Home Appliances,3.99,119
2025-10-05,Electronics,4.18,128
2025-07-20,Furniture,2.72,92
2025-05-13,Home Appliances,3.1,70
2025-05-21,Toys,4.72,54
2025-10-06,Furniture,0.66,149
2025-10-16,Toys,3.69,89
2025-08-05,Furniture,0.75,167
2025-04-09,Home Appliances,0.67,192
2025-07-16,Furniture,3.79,200
2025-03-05,Home Appliances,0.59,192
2025-09-12,Furniture,2.26,70
2025-02-07,Home Appliances,2.25,156
2025-02-18,Home Appliances,4.14,97
2025-10-03,Toys,1.38,196
2025-02-01,Furniture,2.96,130
2025-05-30,Toys,2.05,107
2025-07-03,Home Appliances,3.9,155
2025-10-02,Home Appliances,2.18,153
2025-05-07,Furniture,2.19,77
2025-05-28,Toys,1.9,116
2025-06-15,Home Appliances,4.35,133
2025-06-10,Home Appliances,3.61,89
2025-02-01,Electronics,1.91,171
2025-03-09,Furniture,3.76,89
2025-10-19,Toys,3.03,111
2025-05-16,Home Appliances,4.1,133
2025-12-23,Toys,1.15,158
2025-01-08,Furniture,1.77,143
2025-07-13,Furniture,1.42,127
2025-07-09,Furniture,3.21,154
2025-03-01,Toys,3.59,163
2025-09-26,Toys,1.89,162
2025-07-03,Furniture,3.47,116
2025-12-09,Toys,1.55,87
2025-06-02,Furniture,4.4,163
2025-02-14,Furniture,3.43,161
2025-09-30,Electronics,4.48,56
2025-06-06,Furniture,3.4,113
2025-01-04,Home Appliances,2.47,182
2025-04-26,Electronics,2.6,116
2025-06-07,Furniture,2.02,101
2025-03-02,Home Appliances,4.91,105
2025-10-23,Toys,3.56,141
2025-10-26,Furniture,2.74,198
2025-04-20,Toys,2.48,147
2025-05-07,Home Appliances,0.84,53
2025-09-15,Home Appliances,2.87,144
2025-04-03,Home Appliances,0.83,135
2025-02-26,Toys,4.73,50
2025-02-12,Electronics,2.47,118
2025-06-27,Electronics,3.9,83
2025-06-07,Toys,3.9,116
2025-12-09,Furniture,1.96,169
2025-06-07,Toys,0.96,153
2025-04-10,Home Appliances,2.79,187
2025-11-16,Home Appliances,2.57,56
2025-03-28,Electronics,3.51,194
2025-05-07,Furniture,3.34,64
2025-03-03,Furniture,3.01,160
2025-09-21,Toys,2.26,180
2025-09-27,Furniture,3.22,135
2025-12-15,Furniture,4.53,166
2025-04-24,Furniture,2.03,90
2025-03-31,Toys,2.56,84
2025-10-19,Furniture,4.29,90
2025-07-24,Home Appliances,2.97,176
2025-09-10,Furniture,4.93,102
2025-11-04,Electronics,1.44,125
2025-06-06,Home Appliances,4.79,132
2025-06-19,Home Appliances,1.09,53
2025-09-02,Home Appliances,2.63,57
2025-02-23,Furniture,1.01,180
2025-06-04,Toys,3.67,127
2025-11-30,Home Appliances,4.29,108
2025-04-09,Furniture,2.68,152
2025-12-31,Electronics,1.29,177
2025-12-26,Electronics,3.93,180
2025-07-10,Electronics,4.02,197
2025-07-01,Furniture,4.69,114
2025-02-21,Furniture,2.39,159
2025-01-31,Furniture,2.21,182
2025-06-11,Toys,4.03,109
2025-02-07,Home Appliances,3.5,68
2025-05-28,Home Appliances,3.18,75
2025-05-24,Furniture,1.68,80
2025-06-10,Toys,2.81,116
2025-07-19,Home Appliances,4.94,141
2025-07-17,Electronics,4.67,141
2025-11-12,Electronics,2.37,93
2025-02-01,Toys,0.93,96
2025-04-15,Electronics,1.91,186
2025-11-17,Furniture,1.91,71
2025-09-15,Furniture,1.63,117
2025-08-13,Furniture,1.5,143
2025-06-14,Furniture,0.92,121
2025-12-04,Furniture,2.38,119
2025-04-25,Toys,0.74,152
2025-06-22,Electronics,1.53,88
2025-05-07,Toys,3.2,185
2025-09-25,Electronics,0.82,111
2025-11-09,Furniture,1.08,104
2025-02-21,Electronics,1.8,90
2025-10-14,Furniture,3.14,146
2025-03-26,Home Appliances,4.15,200
2025-07-29,Toys,0.54,178
2025-03-16,Electronics,0.86,85
2025-08-28,Electronics,0.74,195
2025-11-21,Electronics,1.41,63
2025-10-01,Toys,2.45,156
2025-10-06,Electronics,3.16,120
2025-04-10,Home Appliances,4.49,54
2025-05-24,Toys,3.27,146
2025-07-23,Electronics,4.16,74
2025-09-09,Furniture,1.24,105
2025-12-03,Toys,4.44,185
2025-01-01,Electronics,0.7,196
2025-09-01,Electronics,1.9,65
2025-12-19,Electronics,4.41,137
2025-04-27,Toys,2.23,79
2025-05-31,Furniture,4.15,92
2025-12-02,Toys,2.44,62
2025-07-03,Home Appliances,3.52,55
2025-06-28,Home Appliances,4.3,176
2025-02-06,Furniture,3.86,88
2025-03-13,Toys,2.58,169
2025-08-12,Home Appliances,3.21,186
2025-10-19,Electronics,4.65,116
2025-06-30,Home Appliances,3.86,139
2025-09-23,Toys,2.08,110
2025-02-11,Electronics,1.53,193
2025-04-10,Toys,4.81,50
2025-12-18,Electronics,4.59,173
2025-05-22,Electronics,1.9,174
2025-02-15,Furniture,0.79,65
2025-07-26,Home Appliances,2.84,164
2025-07-24,Home Appliances,2.84,113
2025-01-16,Furniture,3.94,144
2025-08-14,Toys,2.96,60
2025-07-17,Electronics,0.66,116
2025-01-30,Toys,0.85,185
2025-11-25,Home Appliances,3.23,168
2025-04-13,Furniture,2.55,189
2025-03-02,Furniture,2.26,50
2025-02-28,Toys,1.0,54
2025-02-14,Electronics,1.13,103
2025-01-09,Furniture,0.95,83
2025-04-14,Home Appliances,3.85,88
2025-03-17,Electronics,3.36,115
2025-02-09,Home Appliances,4.13,83
2025-06-09,Furniture,3.64,124
2025-02-04,Home Appliances,1.39,77
2025-10-03,Home Appliances,1.41,183
2025-11-18,Electronics,2.97,105
2025-11-03,Electronics,2.72,61
2025-12-16,Furniture,2.61,91
2025-07-17,Home Appliances,0.6,86
2025-02-28,Electronics,3.65,169
2025-05-08,Toys,4.81,96
2025-07-03,Toys,2.05,57
2025-06-30,Toys,3.93,158
2025-02-14,Toys,3.33,126
2025-04-30,Home Appliances,4.44,177
2025-06-05,Home Appliances,2.9,93
2025-06-17,Toys,4.96,162
2025-12-27,Home Appliances,1.4,80
2025-04-06,Home Appliances,4.75,118
2025-04-18,Electronics,4.13,196
2025-10-09,Toys,4.98,56
2025-04-03,Toys,4.96,161
2025-05-19,Toys,3.48,115
2025-05-22,Electronics,4.7,192
2025-07-13,Furniture,3.79,181
2025-04-02,Home Appliances,2.81,121
2025-06-02,Furniture,0.76,55
2025-11-17,Electronics,2.37,200
2025-02-12,Toys,4.45,81
