Date,Competitor,Product,Quantity,Revenue
2025-10-10,CompY,Widget D,43,2064
2025-04-30,CompX,Widget C,37,814
2025-06-27,CompX,Widget D,6,126
2025-01-24,CompX,Widget D,35,1540
2025-09-10,CompX,Widget D,22,484
2025-12-19,CompZ,Widget B,5,115
2025-03-13,CompX,Widget D,11,374
2025-03-25,CompY,Widget E,39,1872
2025-09-18,CompY,Widget E,19,228
2025-04-15,CompY,Widget E,41,2050
2025-11-03,CompY,Widget E,8,360
2025-11-24,CompZ,Widget D,15,225
2025-09-01,CompZ,Widget C,29,609
2025-09-16,CompZ,Widget E,3,141
2025-05-02,CompY,Widget E,43,1333
2025-04-30,CompY,Widget A,40,1160
2025-11-17,CompY,Widget A,26,1014
2025-11-18,CompZ,Widget B,45,990
2025-02-24,CompZ,Widget A,32,544
2025-01-22,CompX,Widget A,27,729
2025-03-15,CompZ,Widget E,40,1360
2025-02-22,CompY,Widget B,21,252
2025-08-30,CompY,Widget D,26,1274
2025-08-18,CompX,Widget D,20,600
2025-08-30,CompY,Widget D,33,627
2025-02-24,CompY,Widget A,37,1295
2025-07-23,CompY,Widget A,18,846
2025-04-26,CompX,Widget B,36,1512
2025-05-06,CompY,Widget B,29,1102
2025-03-31,CompZ,Widget C,45,1125
2025-01-21,CompZ,Widget A,2,62
2025-09-19,CompX,Widget B,5,110
2025-07-15,CompY,Widget B,49,1617
2025-01-29,CompX,Widget D,20,380
2025-12-09,CompZ,Widget A,13,377
2025-01-01,CompZ,Widget A,45,1800
2025-09-14,CompY,Widget D,48,2208
2025-02-24,CompY,Widget B,32,512
2025-04-14,CompZ,Widget C,6,66
2025-02-14,CompZ,Widget A,12,528
2025-12-16,CompY,Widget A,16,544
2025-08-20,CompY,Widget A,8,384
2025-04-03,CompX,Widget E,8,256
2025-02-10,CompY,Widget D,31,1395
2025-05-31,CompY,Widget D,43,516
2025-08-25,CompX,Widget E,29,696
2025-04-30,CompX,Widget B,10,230
2025-07-22,CompZ,Widget C,13,585
2025-08-17,CompY,Widget E,31,1147
2025-11-09,CompX,Widget B,31,620
2025-04-26,CompX,Widget B,4,176
2025-05-18,CompZ,Widget E,15,750
2025-09-15,CompX,Widget B,49,2156
2025-07-25,CompX,Widget E,20,760
2025-02-27,CompY,Widget C,4,100
2025-08-25,CompZ,Widget A,7,287
2025-04-24,CompX,Widget C,2,100
2025-06-30,CompZ,Widget E,2,40
2025-09-26,CompX,Widget E,41,1476
2025-09-09,CompZ,Widget A,28,952
2025-08-26,CompX,Widget C,25,375
2025-07-25,CompX,Widget C,48,1392
2025-04-07,CompZ,Widget D,43,2150
2025-03-16,CompX,Widget D,22,924
2025-05-02,CompX,Widget E,23,368
2025-11-06,CompY,Widget B,10,410
2025-05-23,CompX,Widget D,36,612
2025-12-31,CompY,Widget A,7,105
2025-09-10,CompY,Widget B,49,2205
2025-10-01,CompX,Widget B,7,147
2025-09-13,CompZ,Widget E,12,204
2025-12-23,CompZ,Widget D,42,1176
2025-08-27,CompZ,Widget D,39,702
2025-01-18,CompY,Widget B,17,221
2025-12-23,CompY,Widget C,10,160
2025-12-01,CompZ,Widget A,15,450
2025-05-26,CompY,Widget A,10,280
2025-12-07,CompY,Widget C,22,616
2025-03-13,CompZ,Widget B,2,22
2025-08-30,CompY,Widget D,34,1428
2025-03-05,CompX,Widget D,34,1598
2025-02-24,CompY,Widget C,18,504
2025-08-05,CompX,Widget A,39,1482
2025-09-15,CompZ,Widget D,45,1035
2025-02-14,CompX,Widget E,25,1025
2025-05-18,CompY,Widget A,16,336
2025-02-08,CompY,Widget D,10,140
2025-10-12,CompZ,Widget C,27,1134
2025-11-14,CompZ,Widget B,13,624
2025-02-06,CompY,Widget B,12,504
2025-11-12,CompX,Widget D,2,34
2025-08-03,CompY,Widget B,43,774
2025-12-06,CompZ,Widget A,41,1845
2025-03-11,CompX,Widget D,33,1518
2025-01-12,CompZ,Widget A,26,1040
2025-06-06,CompX,Widget A,44,1848
2025-05-06,CompZ,Widget B,22,264
2025-04-19,CompZ,Widget C,3,93
2025-06-23,CompZ,Widget D,20,560
2025-05-24,CompZ,Widget D,23,506
2025-10-04,CompY,Widget B,9,306
2025-03-14,CompZ,Widget C,44,572
2025-05-06,CompX,Widget A,15,675
2025-03-16,CompY,Widget C,42,1176
2025-12-01,CompX,Widget E,4,136
2025-01-14,CompZ,Widget E,10,100
2025-01-31,CompX,Widget E,5,230
2025-07-08,CompX,Widget C,28,1092
2025-06-30,CompX,Widget C,8,136
2025-08-03,CompZ,Widget A,8,184
2025-04-21,CompZ,Widget B,28,672
2025-08-30,CompX,Widget D,42,840
2025-05-11,CompY,Widget A,1,28
2025-10-17,CompY,Widget C,16,656
2025-01-21,CompX,Widget A,18,504
2025-09-13,CompX,Widget E,6,156
2025-09-09,CompX,Widget D,42,1302
2025-05-15,CompY,Widget A,5,210
2025-09-12,CompY,Widget A,22,572
2025-12-07,CompX,Widget D,48,1776
2025-08-12,CompZ,Widget B,12,156
2025-07-10,CompY,Widget E,27,999
2025-02-14,CompX,Widget A,16,720
2025-06-15,CompY,Widget D,29,841
2025-06-24,CompZ,Widget B,18,720
2025-03-13,CompZ,Widget C,23,1035
2025-10-24,CompZ,Widget E,49,1666
2025-08-26,CompZ,Widget A,22,748
2025-07-15,CompY,Widget E,5,170
2025-05-12,CompY,Widget C,6,204
2025-09-23,CompY,Widget C,10,410
2025-06-03,CompY,Widget B,42,1302
2025-10-29,CompY,Widget B,10,380
2025-05-25,CompY,Widget C,44,1760
2025-06-01,CompZ,Widget A,4,72
2025-08-19,CompZ,Widget D,50,600
2025-10-13,CompX,Widget D,45,1035
2025-02-11,CompY,Widget A,15,585
2025-10-16,CompZ,Widget A,16,592
2025-06-09,CompX,Widget A,32,672
2025-09-11,CompZ,Widget B,16,496
2025-01-02,CompZ,Widget E,50,900
2025-07-06,CompX,Widget C,2,66
2025-10-16,CompZ,Widget D,15,435
2025-02-27,CompZ,Widget A,6,252
2025-12-23,CompX,Widget C,6,108
2025-09-27,CompX,Widget B,46,1656
2025-04-29,CompY,Widget E,12,264
2025-02-05,CompX,Widget D,19,456
2025-11-09,CompZ,Widget D,22,836
2025-05-26,CompX,Widget D,46,966
2025-05-09,CompX,Widget C,5,55
2025-01-03,CompZ,Widget C,16,320
2025-04-16,CompZ,Widget A,40,1120
2025-03-01,CompX,Widget D,18,882
2025-06-07,CompY,Widget C,10,370
2025-05-13,CompX,Widget C,27,567
2025-04-29,CompZ,Widget D,35,1050
2025-05-31,CompZ,Widget C,48,480
2025-05-19,CompY,Widget C,23,690
2025-01-14,CompZ,Widget C,25,1250
2025-09-07,CompX,Widget B,44,880
2025-02-25,CompZ,Widget B,40,1520
2025-10-30,CompZ,Widget A,37,851
2025-09-24,CompX,Widget A,42,2016
2025-05-01,CompY,Widget C,45,1440
2025-09-14,CompY,Widget B,9,288
2025-04-10,CompZ,Widget A,23,299
2025-03-29,CompY,Widget B,31,651
2025-10-24,CompX,Widget B,4,172
2025-02-22,CompX,Widget D,41,533
2025-10-06,CompZ,Widget D,38,532
2025-01-11,CompX,Widget D,48,1584
2025-08-08,CompZ,Widget D,10,360
2025-12-23,CompY,Widget B,36,720
2025-04-14,CompY,Widget D,4,80
2025-11-27,CompZ,Widget D,14,574
2025-06-28,CompX,Widget B,31,1519
2025-10-26,CompY,Widget A,8,280
2025-07-17,CompZ,Widget A,36,1692
2025-04-16,CompX,Widget C,22,990
2025-02-24,CompY,Widget A,30,360
2025-12-03,CompZ,Widget A,37,1406
2025-10-17,CompZ,Widget B,42,1512
2025-08-14,CompY,Widget E,28,1344
2025-09-03,CompY,Widget B,29,1015
2025-02-22,CompY,Widget B,13,481
2025-12-24,CompY,Widget D,45,1485
2025-01-25,CompX,Widget E,7,273
2025-02-02,CompY,Widget C,1,10
2025-02-28,CompX,Widget D,22,946
2025-06-02,CompZ,Widget C,21,546
2025-12-06,CompX,Widget C,33,990
2025-01-04,CompY,Widget C,2,82
2025-02-17,CompZ,Widget D,44,2200
2025-01-25,CompZ,Widget D,39,663
2025-10-25,CompY,Widget E,3,75
2025-02-09,CompZ,Widget B,17,731
2025-05-15,CompY,Widget A,40,880
2025-06-23,CompZ,Widget A,41,1271
2025-02-04,CompY,Widget E,37,740
2025-10-14,CompX,Widget C,23,483
2025-08-06,CompZ,Widget D,7,126
2025-07-05,CompX,Widget A,10,390
2025-06-01,CompX,Widget C,38,1406
2025-03-24,CompY,Widget A,47,1598
2025-05-20,CompY,Widget E,11,528
2025-02-04,CompZ,Widget B,44,572
2025-09-07,CompX,Widget E,1,20
2025-04-08,CompY,Widget D,30,1200
2025-11-19,CompZ,Widget A,25,1075
2025-06-20,CompX,Widget C,2,74
2025-03-27,CompY,Widget B,19,532
2025-05-28,CompY,Widget A,28,1064
2025-11-25,CompX,Widget E,28,644
2025-12-12,CompY,Widget E,21,1029
2025-03-25,CompZ,Widget B,40,1800
2025-06-01,CompY,Widget E,43,645
2025-06-03,CompY,Widget A,29,1363
2025-03-31,CompZ,Widget D,42,2058
2025-12-04,CompX,Widget B,43,1075
2025-07-07,CompZ,Widget B,17,816
2025-08-21,CompZ,Widget C,4,160
2025-07-31,CompX,Widget E,50,600
2025-02-07,CompY,Widget E,37,407
2025-07-08,CompZ,Widget E,46,1472
2025-06-03,CompY,Widget B,1,44
2025-08-10,CompX,Widget D,4,200
2025-07-20,CompZ,Widget D,29,841
2025-04-15,CompY,Widget B,36,720
2025-05-28,CompX,Widget D,3,135
2025-12-30,CompZ,Widget B,31,372
2025-05-25,CompY,Widget B,20,820
2025-01-20,CompY,Widget E,16,656
2025-06-01,CompZ,Widget B,36,432
2025-12-05,CompX,Widget B,8,192
2025-04-09,CompX,Widget C,4,140
2025-12-30,CompZ,Widget D,25,675
2025-01-05,CompX,Widget C,12,348
2025-04-27,CompZ,Widget A,29,1392
2025-05-22,CompX,Widget A,42,1008
2025-10-10,CompY,Widget D,6,264
2025-10-12,CompY,Widget D,5,50
2025-09-18,CompX,Widget E,42,1764
2025-09-04,CompX,Widget D,4,196
2025-08-06,CompX,Widget E,6,300
2025-10-12,CompY,Widget D,2,58
2025-10-09,CompZ,Widget D,22,242
2025-02-02,CompZ,Widget B,19,874
2025-10-16,CompX,Widget E,5,205
2025-09-24,CompX,Widget C,13,403
2025-01-31,CompX,Widget C,50,1300
2025-07-14,CompZ,Widget E,26,780
2025-03-05,CompY,Widget C,10,190
2025-12-06,CompZ,Widget D,23,943
2025-07-13,CompX,Widget C,29,1421
2025-08-30,CompZ,Widget E,16,688
2025-02-18,CompX,Widget E,30,840
2025-06-12,CompX,Widget C,46,1748
2025-04-17,CompZ,Widget D,37,1036
2025-06-05,CompZ,Widget A,31,496
2025-06-25,CompY,Widget D,5,95
2025-01-23,CompX,Widget E,1,19
2025-07-12,CompX,Widget C,35,840
2025-01-11,CompY,Widget A,15,555
2025-02-05,CompZ,Widget C,33,462
2025-06-27,CompZ,Widget E,31,1519
2025-01-26,CompX,Widget A,29,522
2025-11-24,CompZ,Widget A,28,896
2025-10-02,CompY,Widget C,27,891
2025-10-16,CompX,Widget D,15,735
2025-03-15,CompX,Widget C,43,860
2025-01-25,CompY,Widget A,25,650
2025-07-17,CompX,Widget B,32,928
2025-05-24,CompY,Widget D,12,192
2025-05-28,CompY,Widget C,19,247
2025-06-14,CompY,Widget D,46,2116
2025-07-11,CompZ,Widget C,41,902
2025-03-22,CompY,Widget C,16,272
2025-09-28,CompY,Widget A,35,1190
2025-07-28,CompZ,Widget C,18,720
2025-02-25,CompX,Widget C,46,828
2025-08-14,CompX,Widget D,1,15
2025-08-22,CompY,Widget C,13,481
2025-05-13,CompX,Widget D,3,66
2025-09-01,CompY,Widget D,19,399
2025-11-30,CompZ,Widget E,47,893
2025-03-01,CompX,Widget C,17,459
2025-05-02,CompZ,Widget E,26,1196
2025-01-11,CompZ,Widget B,11,495
2025-06-29,CompY,Widget C,47,752
2025-09-25,CompZ,Widget E,4,192
2025-10-03,CompY,Widget A,15,705
2025-12-01,CompX,Widget E,42,2100
2025-07-29,CompY,Widget B,32,768
2025-11-29,CompX,Widget E,41,1353
2025-06-19,CompY,Widget C,24,1176
2025-05-21,CompZ,Widget D,47,1363
2025-08-02,CompX,Widget C,21,441
2025-08-30,CompZ,Widget E,12,240
2025-06-11,CompZ,Widget C,3,66
2025-12-08,CompZ,Widget B,38,874
2025-08-06,CompY,Widget B,16,688
2025-03-25,CompY,Widget C,2,72
2025-07-11,CompX,Widget A,44,1188
2025-04-21,CompX,Widget C,44,836
2025-05-02,CompX,Widget B,23,782
2025-08-31,CompY,Widget A,43,774
2025-11-04,CompY,Widget A,31,403
2025-01-11,CompX,Widget A,44,440
2025-08-07,CompX,Widget D,48,2400
2025-06-21,CompZ,Widget C,29,638
2025-12-31,CompX,Widget A,10,460
2025-08-21,CompZ,Widget A,24,744
2025-01-07,CompY,Widget C,24,1056
2025-04-13,CompX,Widget C,22,242
2025-12-14,CompZ,Widget E,38,1406
2025-07-04,CompZ,Widget C,36,756
2025-01-29,CompY,Widget C,21,903
2025-02-20,CompX,Widget D,13,169
2025-06-07,CompY,Widget D,20,780
2025-11-04,CompY,Widget B,25,1225
2025-12-01,CompY,Widget E,24,744
2025-10-30,CompY,Widget D,31,930
2025-04-22,CompZ,Widget D,36,396
2025-01-21,CompZ,Widget A,3,69
2025-05-06,CompY,Widget D,12,120
2025-08-05,CompX,Widget B,35,875
2025-03-25,CompZ,Widget C,34,1530
2025-01-12,CompX,Widget A,10,140
2025-06-03,CompY,Widget D,24,1128
2025-06-20,CompZ,Widget B,50,1300
2025-01-11,CompX,Widget E,2,46
2025-11-12,CompX,Widget C,6,96
2025-09-10,CompZ,Widget A,21,945
2025-01-17,CompX,Widget A,24,1080
2025-02-18,CompZ,Widget D,10,130
2025-03-20,CompZ,Widget D,23,1058
2025-09-11,CompZ,Widget A,35,1645
2025-11-01,CompZ,Widget E,23,1012
2025-01-05,CompZ,Widget C,31,465
2025-06-14,CompX,Widget E,33,396
2025-12-30,CompY,Widget A,22,572
2025-11-21,CompZ,Widget B,34,1054
2025-03-28,CompZ,Widget A,48,960
2025-04-07,CompZ,Widget B,4,184
2025-09-01,CompY,Widget C,19,760
2025-05-27,CompY,Widget A,44,572
2025-10-21,CompY,Widget C,46,1288
2025-06-09,CompZ,Widget D,4,44
2025-01-14,CompY,Widget C,31,1364
2025-08-18,CompY,Widget A,46,1840
2025-07-21,CompZ,Widget E,6,264
2025-05-03,CompZ,Widget D,17,204
2025-05-06,CompZ,Widget E,2,28
2025-10-18,CompY,Widget A,19,703
2025-07-24,CompY,Widget C,32,544
2025-11-15,CompX,Widget D,4,128
2025-01-15,CompX,Widget D,12,516
2025-01-06,CompY,Widget D,29,406
2025-03-17,CompZ,Widget B,34,1530
2025-04-05,CompX,Widget A,22,814
2025-02-25,CompX,Widget E,41,410
2025-02-20,CompZ,Widget D,35,945
2025-06-11,CompX,Widget D,5,145
2025-01-22,CompX,Widget C,19,779
2025-12-07,CompZ,Widget E,40,1680
2025-12-01,CompZ,Widget C,40,960
2025-07-24,CompZ,Widget D,5,120
2025-06-28,CompZ,Widget E,16,720
2025-11-15,CompX,Widget B,40,880
2025-07-26,CompZ,Widget B,14,490
2025-08-12,CompX,Widget A,38,570
2025-10-06,CompX,Widget C,36,432
2025-06-26,CompX,Widget C,3,105
2025-01-21,CompZ,Widget C,32,1216
2025-06-23,CompY,Widget A,44,880
2025-03-07,CompZ,Widget C,3,150
2025-11-24,CompY,Widget C,49,2303
2025-01-29,CompX,Widget D,19,855
2025-06-29,CompX,Widget E,48,672
2025-01-17,CompY,Widget B,24,336
2025-03-26,CompX,Widget C,18,414
2025-09-22,CompZ,Widget A,2,94
2025-07-28,CompZ,Widget D,2,32
2025-08-18,CompX,Widget E,30,1290
2025-05-12,CompZ,Widget A,4,68
2025-06-11,CompZ,Widget B,40,1840
2025-07-24,CompX,Widget B,29,377
2025-11-03,CompY,Widget D,7,217
2025-12-13,CompX,Widget E,11,440
2025-11-15,CompY,Widget D,12,192
2025-05-24,CompX,Widget C,36,756
2025-09-30,CompZ,Widget C,19,304
2025-04-03,CompY,Widget C,4,72
2025-01-01,CompX,Widget B,3,93
2025-08-30,CompY,Widget E,33,1089
2025-07-15,CompY,Widget E,14,602
2025-03-08,CompY,Widget E,42,714
2025-10-04,CompZ,Widget E,23,621
2025-02-24,CompX,Widget A,8,224
2025-01-25,CompX,Widget E,44,924
2025-10-12,CompX,Widget A,34,340
2025-11-24,CompZ,Widget D,2,48
2025-03-26,CompX,Widget A,41,1025
2025-01-10,CompY,Widget B,21,210
2025-06-07,CompZ,Widget D,41,1025
2025-01-23,CompY,Widget B,37,925
2025-06-06,CompY,Widget A,4,160
2025-12-12,CompX,Widget C,12,516
2025-04-25,CompZ,Widget E,28,476
2025-09-13,CompZ,Widget B,32,576
2025-07-19,CompY,Widget C,3,93
2025-11-16,CompX,Widget C,1,42
2025-05-24,CompX,Widget B,41,1435
2025-10-07,CompY,Widget B,32,1280
2025-09-29,CompZ,Widget E,45,1755
2025-09-09,CompZ,Widget A,24,744
2025-12-28,CompX,Widget E,10,480
2025-03-11,CompY,Widget E,38,1672
2025-09-13,CompY,Widget C,11,539
2025-01-11,CompX,Widget A,17,187
2025-12-02,CompZ,Widget D,23,943
2025-02-10,CompX,Widget A,48,1488
2025-10-19,CompY,Widget E,26,1144
2025-05-30,CompY,Widget A,17,629
2025-08-26,CompZ,Widget D,35,770
2025-04-04,CompZ,Widget B,2,54
2025-12-14,CompZ,Widget A,15,195
2025-05-29,CompY,Widget D,45,990
2025-11-18,CompZ,Widget A,44,2200
2025-03-21,CompY,Widget C,39,507
2025-11-13,CompY,Widget B,23,1035
2025-10-02,CompZ,Widget A,15,195
2025-08-16,CompX,Widget E,8,400
2025-05-20,CompY,Widget E,10,450
2025-10-04,CompZ,Widget A,30,1350
2025-08-29,CompZ,Widget A,11,286
2025-06-27,CompX,Widget E,18,900
2025-07-30,CompZ,Widget B,49,1960
2025-05-15,CompX,Widget B,23,1150
2025-03-21,CompX,Widget E,42,2100
2025-07-22,CompX,Widget E,35,1505
2025-03-28,CompX,Widget B,10,380
2025-12-02,CompZ,Widget A,17,357
2025-09-11,CompX,Widget C,17,442
2025-11-08,CompX,Widget C,42,1806
2025-09-13,CompY,Widget C,21,546
2025-07-27,CompX,Widget C,43,430
2025-06-30,CompY,Widget D,2,64
2025-08-12,CompX,Widget B,41,861
2025-09-09,CompZ,Widget E,30,1440
2025-02-06,CompZ,Widget E,21,714
2025-03-20,CompX,Widget E,19,304
2025-11-18,CompZ,Widget B,2,68
2025-01-02,CompX,Widget A,24,648
2025-03-09,CompZ,Widget E,12,456
2025-07-15,CompX,Widget E,48,1872
2025-08-08,CompX,Widget D,36,432
2025-04-21,CompY,Widget A,28,840
2025-10-19,CompX,Widget D,23,299
2025-09-24,CompZ,Widget D,42,1428
2025-03-04,CompY,Widget C,50,750
2025-07-25,CompY,Widget A,5,70
2025-05-15,CompX,Widget D,27,1026
2025-12-03,CompZ,Widget B,41,1763
2025-08-11,CompZ,Widget C,32,544
2025-12-15,CompX,Widget B,6,264
2025-12-08,CompX,Widget C,15,315
2025-10-31,CompZ,Widget A,19,722
2025-11-05,CompZ,Widget D,14,210
2025-09-28,CompY,Widget B,36,360
2025-10-01,CompY,Widget C,1,30
2025-08-08,CompY,Widget E,14,392
2025-11-01,CompX,Widget E,10,230
2025-03-26,CompX,Widget A,32,768
2025-01-01,CompZ,Widget A,43,2064
2025-03-17,CompZ,Widget E,34,1258
2025-02-06,CompZ,Widget E,4,108
2025-10-14,CompX,Widget A,17,561
2025-02-06,CompY,Widget B,16,176
2025-06-08,CompY,Widget A,40,440
2025-03-27,CompZ,Widget A,16,272
2025-02-19,CompY,Widget B,26,1222
2025-02-17,CompZ,Widget E,12,360
2025-02-05,CompZ,Widget B,50,950
2025-01-05,CompX,Widget C,40,1760
2025-02-03,CompY,Widget E,34,1632
2025-01-07,CompZ,Widget C,8,368
2025-12-02,CompY,Widget B,38,836
2025-04-05,CompY,Widget A,50,2150
2025-07-28,CompZ,Widget B,32,1504
2025-07-03,CompY,Widget A,25,250
2025-04-15,CompY,Widget B,29,319
2025-04-15,CompX,Widget E,22,418
2025-02-27,CompZ,Widget A,11,341
2025-04-12,CompX,Widget A,27,1107
2025-01-01,CompY,Widget C,49,1470
2025-02-20,CompZ,Widget E,49,1911
2025-12-30,CompY,Widget D,16,496
2025-10-25,CompZ,Widget B,43,1204
2025-02-04,CompX,Widget C,24,792
2025-06-14,CompX,Widget E,46,2162
2025-06-09,CompZ,Widget B,22,770
2025-03-23,CompX,Widget C,5,110
2025-11-09,CompY,Widget B,6,186
2025-09-15,CompX,Widget B,32,1088
2025-10-03,CompY,Widget A,13,143
2025-03-31,CompY,Widget A,20,220
2025-08-10,CompZ,Widget E,6,102
2025-03-02,CompZ,Widget B,40,600
2025-09-05,CompX,Widget C,33,429
2025-04-18,CompX,Widget C,48,1056
2025-02-07,CompY,Widget B,17,187
2025-12-17,CompY,Widget B,1,16
2025-05-13,CompZ,Widget A,22,572
2025-04-23,CompY,Widget D,36,1512
2025-08-22,CompZ,Widget D,3,84
2025-11-03,CompX,Widget D,27,324
2025-08-18,CompZ,Widget E,29,812
2025-10-18,CompX,Widget B,46,1196
2025-03-18,CompZ,Widget D,32,1504
2025-08-17,CompY,Widget E,16,576
2025-07-06,CompY,Widget D,28,952
2025-07-14,CompY,Widget C,6,78
2025-01-24,CompZ,Widget D,7,231
2025-01-02,CompX,Widget D,29,1450
2025-05-16,CompY,Widget A,15,615
2025-03-23,CompZ,Widget D,44,748
2025-06-26,CompX,Widget E,22,1100
2025-08-21,CompZ,Widget C,40,1640
2025-07-16,CompY,Widget B,42,798
2025-09-19,CompY,Widget A,10,190
2025-01-12,CompX,Widget A,44,792
2025-04-03,CompZ,Widget D,11,539
2025-03-29,CompZ,Widget C,34,1258
2025-07-25,CompZ,Widget A,40,1640
2025-11-12,CompZ,Widget E,18,198
2025-04-12,CompX,Widget D,32,1216
2025-08-25,CompZ,Widget C,43,602
2025-10-11,CompZ,Widget A,9,279
2025-05-01,CompZ,Widget A,12,516
2025-02-10,CompX,Widget A,49,539
2025-04-12,CompY,Widget D,9,108
2025-06-29,CompZ,Widget B,29,841
2025-06-22,CompY,Widget E,10,330
2025-04-28,CompZ,Widget C,8,216
2025-05-13,CompY,Widget A,15,195
2025-06-01,CompX,Widget A,38,684
2025-09-27,CompZ,Widget D,13,507
2025-02-21,CompY,Widget E,20,800
2025-08-03,CompZ,Widget B,5,250
2025-01-24,CompZ,Widget C,5,250
2025-01-26,CompX,Widget E,15,150
2025-06-16,CompX,Widget D,44,1804
2025-11-19,CompY,Widget B,1,22
2025-02-20,CompZ,Widget D,1,31
2025-10-25,CompY,Widget C,36,1800
2025-09-30,CompZ,Widget C,18,648
2025-11-04,CompZ,Widget B,16,272
2025-06-17,CompZ,Widget D,29,667
2025-09-20,CompY,Widget A,14,392
2025-03-28,CompY,Widget C,35,455
2025-06-12,CompY,Widget C,27,459
2025-08-03,CompZ,Widget D,30,960
2025-03-15,CompX,Widget D,34,1224
2025-07-30,CompZ,Widget E,24,984
2025-03-24,CompZ,Widget C,38,1520
2025-11-15,CompZ,Widget D,3,51
2025-06-24,CompY,Widget B,43,473
2025-11-17,CompZ,Widget C,27,783
2025-06-03,CompZ,Widget D,40,400
2025-12-03,CompZ,Widget B,44,1276
2025-06-23,CompZ,Widget D,28,588
2025-08-31,CompY,Widget B,11,198
2025-09-18,CompX,Widget D,14,532
2025-07-05,CompY,Widget B,20,460
2025-01-17,CompZ,Widget B,9,315
2025-11-05,CompX,Widget E,28,980
2025-01-19,CompZ,Widget C,1,49
2025-06-17,CompZ,Widget A,13,312
2025-01-08,CompY,Widget E,29,348
2025-12-08,CompZ,Widget A,39,1287
2025-06-30,CompZ,Widget A,37,629
2025-07-14,CompZ,Widget B,11,308
2025-10-09,CompY,Widget A,27,1215
2025-10-14,CompY,Widget B,14,546
2025-04-15,CompZ,Widget B,28,1344
2025-03-12,CompZ,Widget D,50,1250
2025-03-27,CompZ,Widget B,35,980
2025-11-18,CompZ,Widget B,45,1485
2025-03-20,CompY,Widget C,4,188
2025-02-20,CompZ,Widget B,43,516
2025-09-06,CompX,Widget D,6,102
2025-08-08,CompZ,Widget E,25,1200
2025-01-23,CompY,Widget E,6,294
2025-12-02,CompY,Widget C,24,432
2025-06-26,CompY,Widget C,10,450
2025-09-11,CompZ,Widget E,29,1247
2025-04-20,CompX,Widget C,35,1680
2025-06-17,CompZ,Widget C,44,1628
2025-05-09,CompZ,Widget D,42,924
2025-08-30,CompX,Widget E,24,1200
2025-04-28,CompX,Widget E,40,1720
2025-02-26,CompY,Widget D,2,86
2025-12-11,CompX,Widget A,17,816
2025-03-13,CompY,Widget A,38,1406
2025-05-29,CompX,Widget D,49,784
2025-11-21,CompX,Widget D,35,1575
2025-06-26,CompY,Widget E,21,987
2025-07-25,CompX,Widget B,8,264
2025-07-15,CompX,Widget D,37,1295
2025-02-23,CompX,Widget C,14,490
2025-02-05,CompZ,Widget E,21,693
2025-01-08,CompZ,Widget C,40,1160
2025-09-24,CompZ,Widget B,49,2009
2025-10-12,CompY,Widget A,9,297
2025-04-22,CompX,Widget D,34,1598
2025-10-05,CompY,Widget A,1,33
2025-06-02,CompX,Widget D,25,875
2025-12-16,CompX,Widget B,21,462
2025-08-05,CompX,Widget B,29,609
2025-12-28,CompY,Widget A,34,1564
2025-06-07,CompZ,Widget C,24,720
2025-10-31,CompY,Widget B,30,480
2025-05-06,CompY,Widget C,2,40
2025-10-03,CompZ,Widget A,10,370
2025-11-16,CompY,Widget D,7,238
2025-03-20,CompX,Widget D,31,651
2025-06-19,CompX,Widget B,41,1968
2025-08-19,CompZ,Widget B,15,600
2025-10-22,CompY,Widget A,46,874
2025-01-31,CompY,Widget D,6,78
2025-06-27,CompY,Widget A,8,392
2025-01-27,CompX,Widget B,19,570
2025-11-10,CompY,Widget B,33,429
2025-07-20,CompZ,Widget A,14,504
2025-09-12,CompX,Widget E,16,304
2025-04-01,CompY,Widget E,12,540
2025-09-06,CompX,Widget E,26,806
2025-01-06,CompZ,Widget C,30,1410
2025-10-27,CompY,Widget E,32,1408
2025-10-04,CompY,Widget E,46,1058
2025-06-15,CompX,Widget A,5,130
2025-08-24,CompX,Widget B,1,47
2025-11-08,CompX,Widget D,10,320
2025-02-19,CompX,Widget B,38,1216
2025-03-18,CompX,Widget D,23,713
2025-10-06,CompZ,Widget A,45,1035
2025-02-08,CompX,Widget E,30,1020
2025-12-04,CompY,Widget A,43,2021
2025-12-04,CompY,Widget D,48,576
2025-02-19,CompY,Widget C,17,425
2025-04-21,CompZ,Widget E,45,945
2025-12-15,CompX,Widget B,48,1632
2025-07-02,CompX,Widget D,22,1100
2025-02-12,CompY,Widget D,41,1025
2025-11-12,CompY,Widget A,26,1196
2025-07-04,CompX,Widget D,17,680
2025-07-12,CompY,Widget D,9,180
2025-07-07,CompX,Widget A,16,480
2025-01-25,CompY,Widget E,6,96
2025-07-10,CompY,Widget C,46,2208
2025-02-17,CompX,Widget B,21,714
2025-11-05,CompZ,Widget E,21,903
2025-01-09,CompZ,Widget A,45,1125
2025-10-08,CompX,Widget E,19,475
2025-02-11,CompY,Widget B,42,420
2025-01-09,CompZ,Widget E,40,440
2025-04-06,CompY,Widget B,43,2107
2025-03-20,CompZ,Widget A,38,912
2025-09-16,CompX,Widget E,1,13
2025-08-21,CompX,Widget C,24,1200
2025-06-20,CompY,Widget B,41,1025
2025-07-30,CompY,Widget B,43,989
2025-07-08,CompY,Widget E,44,924
2025-11-27,CompZ,Widget E,39,1053
